"sku","_store","_attribute_set","_type","_category","_product_websites","name","description","short_description","weight","news_from_date","news_to_date","status","url_key","visibility","gift_message_available","price","special_price","special_from_date","special_to_date","cost","tax_class_id","enable_googlecheckout","meta_title","meta_keyword","meta_description","allow_open_amount","open_amount_max","giftcard_type","is_redeemable","use_config_is_redeemable","lifetime","use_config_lifetime","allow_message","use_config_allow_message","email_template","use_config_email_template","activation_information","base_price_amount","base_price_base_amount","base_price_base_unit","base_price_unit","base_price_use","color","computer_manufacturers","contrast_ratio","country_of_manufacture","country_orgin","cpu_speed","created_at","custom_design","custom_design_from","custom_design_to","custom_layout_update","designeditor_theme_id","dimension","finish","gallery","gender","harddrive_speed","hardrive","has_options","image","image_label","in_depth","is_imported","manufacturer","max_resolution","megapixels","memory","metal","model","msrp","msrp_display_actual_price_type","msrp_enabled","open_amount_min","options_container","package_type","page_layout","processor","ram_size","required_options","response_time","room","screensize","shape","shirt_size","shoe_size","shoe_type","size","small_image","small_image_label","style","thumbnail","thumbnail_label","type","updated_at","url_path","_additional_image","_additional_image_label","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","_giftcard_amounts_website","_giftcard_amounts_amount","_links_related_sku","_links_related_position","_links_crosssell_sku","_links_crosssell_position","_links_upsell_sku","_links_upsell_position","_associated_sku","_associated_default_qty","_associated_position","_tier_price_website","_tier_price_customer_group","_tier_price_qty","_tier_price_price","_custom_option_store","_custom_option_type","_custom_option_title","_custom_option_is_required","_custom_option_price","_custom_option_sku","_custom_option_max_characters","_custom_option_sort_order","_custom_option_row_title","_custom_option_row_price","_custom_option_row_sku","_custom_option_row_sort","_super_products_sku","_super_attribute_code","_super_attribute_option","_super_attribute_price_corr"
"","","","","SHOP BY STYLE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Colour - enameling in full vibrant colour and high detail","0.0000","","3","","","",""
"","","","","SHOP BY MATERIAL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","default","","","","","","","","Ultra - enameling in black & white and high detail","","","","","","",""
"","","","","SHOP BY SHAPE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","default","","","","","","","","Colour - enameling in full vibrant colour and high detail","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","radio","NB! Please provide good quality photos as they are essential ( JPEG, JPG, PDF, GIF, TIF format )","1","","","","7","I am sending photos in via e-mail to info@photo-images.net","0.0000","","1","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I am sending photos in via regular post to 182 Queens Road, WD17 2NT","0.0000","","2","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","default","","","","","","","","I am sending photos in via regular post to 182 Queens Road, WD17 2NT","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","area","My instructions ( only man from photo etc. )","0","0.0000","","0","6","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","radio","I also need a chain for my pendant","1","","","","5","18 inch Sterling Silver Prince of Wales chain","9.9500","CHAINSIL","1","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No, I have my own chain","0.0000","","2","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","default","","","","","","","","No, I have my own chain","","","","","","",""
"S701S","","Default","simple","SHOP BY MATERIAL/Silver Photo Pendants","base","Medium Round Sterling Silver Photo Pendant with Cut-out Name","<p><span style=""font-size: medium;""><strong>Custom photo engraved pendant in solid Sterling Silver with cut-out name and hearts</strong></span></p>
<ul>
<li><span style=""font-size: medium;"">26 mm</span></li>
<li><span style=""font-size: medium;"">solid Sterling Silver</span></li>
<li><span style=""font-size: medium;"">UK Hallmarked</span></li>
</ul>
<p><span style=""font-size: medium;""><strong>Custom options:</strong></span></p>
<ul>
<li><span style=""font-size: medium;"">multiple photos engraved</span></li>
<li><span style=""font-size: medium;"">message on reverse</span></li>
<li><span style=""font-size: medium;"">and more...</span></li>
</ul>
<ul>
</ul>","<p>Material: 9ct Gold<br />Shape: circle<br />Size: large</p>","1.9000","","","2","photo-jewellery-pendant-silver-701s","4","0","56.9500","","","","","2","0","9ct Gold Photo Engraved Pendant - Large Circle","gold photo pendant, gold photo pendant, 9ct gold photo pendants, 9ct gold photo charms, 9ct gold photo charms, 9ct gold picture pendant, gold photo jewellery, ","Get personal photo engraved on our solid 9ct Gold pendant, with UK Hallmark, lifetime warranty and fast shipping all across UK. Customize order with message on reverse and more...","","","","","","","","","","","","","","","","","","","","","","","","2011-10-03 11:05:51","","","","","11","","","","","","","1","/p/h/photo-jewellery-pendant-silver-701s.jpg","","","Yes","","","","","SILVER","","","","","","Block after Info Column","","2 columns with right bar","","","1","","","","CIRCLE","","","","","/p/h/photo-jewellery-pendant-silver-701s.jpg","","CUST/CUT","/p/h/photo-jewellery-pendant-silver-701s.jpg","","","2012-05-11 06:27:19","photo-jewellery-pendant-silver-701s.html","","","0.0000","0","1","0","0","1","1.0000","1","10000","1","0","1","1","0","1","1","1","1","1","0","","","","","","","","","","","","","","","","","field","I wish to have message engraved on reverse","0","10.0000","MESSAGE","40","4","","","","","","","",""
"","","","","SHOP BY MATERIAL/Silver Photo Pendants/Round Photo Pendants in Silver","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","radio","I wish to have multiple photos merged into one ","0","","","","3","2 photos","15.0000","2PHOTO","1","","","",""
"","","","","PHOTO ENGRAVED PENDANTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3 photos","30.0000","3PHOTO","2","","","",""
"","","","","PHOTO ENGRAVED PENDANTS/Silver Photo Pendants","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","default","","","","","","","","3 photos","","","","","","",""
"","","","","SHOP BY SHAPE/Round Photo Pendants","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","field","Name or word I wish to have cut out ( Kimberly, mum etc. )","1","0.0000","NAME-CUT","0","2","","","","","","","",""
"","","","","SHOP BY STYLE/Custom Cut Photo Pendants","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","radio","I choose the following finish ","1","","","","1","Laser - lasering in high detail with a delicate finish","0.0000","","1","","","",""
"","","","","PHOTO PENDANTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ultra - enameling in black & white and high detail","0.0000","","2","","","",""
"","","","","SHOP BY STYLE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Colour - enameling in full vibrant colour and high detail","0.0000","","3","","","",""
